5,"('Al', 'Al', 0)","('Al', 'Al', 1)","('Al', 'Al', 2)","('Al', 'Al', 3)","('Al', 'Ga', 0)","('Al', 'Ga', 1)","('Al', 'Ga', 2)","('Al', 'Ga', 3)","('Al', 'In', 0)","('Al', 'In', 1)","('Al', 'In', 2)","('Al', 'In', 3)","('Al', 'O', 0)","('Al', 'O', 1)","('Al', 'O', 2)","('Al', 'O', 3)","('Al', 'O', 4)","('Ga', 'Ga', 0)","('Ga', 'Ga', 1)","('Ga', 'Ga', 2)","('Ga', 'Ga', 3)","('Ga', 'O', 0)","('Ga', 'O', 1)","('Ga', 'O', 2)","('Ga', 'O', 3)","('Ga', 'O', 4)","('In', 'Ga', 0)","('In', 'Ga', 1)","('In', 'Ga', 2)","('In', 'Ga', 3)","('In', 'In', 0)","('In', 'In', 1)","('In', 'In', 2)","('In', 'In', 3)","('In', 'In', 4)","('In', 'O', 0)","('In', 'O', 1)","('In', 'O', 2)","('In', 'O', 3)","('O', 'O', 0)","('O', 'O', 1)","('O', 'O', 2)"
1924,26,0,12,22,20,6,4,15,30,0,8,22,42,0,69,75,65,10,0,0,2,23,0,30,37,21,9,0,5,6,24,12,2,6,18,51,0,43,74,284,112,364
1925,24,0,4,4,15,5,7,5,27,0,10,21,39,9,42,43,40,6,0,4,6,20,8,23,30,24,14,0,5,11,20,22,0,8,16,49,11,59,84,280,198,264
1926,14,0,8,10,12,0,6,3,32,0,13,49,38,0,38,47,72,4,0,2,0,20,0,24,20,18,10,0,8,12,46,40,0,20,86,80,0,106,130,336,222,540
1927,32,6,24,14,15,7,7,1,34,6,15,43,59,0,76,104,55,4,2,0,2,21,0,27,43,12,10,1,6,7,28,28,2,20,16,42,0,69,112,340,134,608
1928,10,0,0,4,0,0,0,0,36,0,17,30,26,14,26,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,42,74,0,22,70,82,14,98,134,280,198,264
1929,30,2,20,8,19,6,7,8,0,0,0,0,36,1,44,61,20,6,4,4,0,18,1,24,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,170
1930,100,16,80,54,29,18,19,25,7,0,6,5,90,6,127,181,129,8,0,6,0,26,0,39,50,31,1,0,1,2,0,0,0,0,0,6,0,8,13,340,158,600
1931,110,0,32,50,0,0,0,0,29,0,11,26,88,21,96,124,69,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,10,20,7,28,51,280,198,264
1932,62,0,24,38,17,7,36,8,21,0,10,38,76,0,104,99,89,10,0,2,6,31,0,38,45,32,14,0,5,10,10,8,2,2,8,31,0,61,58,360,198,624
1933,72,0,20,34,44,18,27,0,0,0,0,0,74,10,106,100,48,16,0,0,8,34,18,18,62,34,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
1934,56,0,16,26,0,0,0,0,9,0,7,6,39,0,49,67,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,8,15,132,38,144
1935,22,0,6,4,14,5,9,12,31,0,10,24,40,0,54,62,32,10,0,6,8,23,0,40,42,26,19,0,4,4,18,12,4,6,22,53,0,48,80,284,112,364
1936,20,0,4,8,4,2,2,2,26,0,12,27,30,13,30,36,40,2,0,2,2,13,5,10,15,16,15,0,3,4,32,48,0,16,54,65,10,84,104,280,198,264
1937,42,0,10,4,6,0,3,0,3,0,1,0,35,0,32,22,28,0,0,0,0,4,0,5,2,4,0,0,0,0,0,0,0,0,0,1,0,4,1,76,42,58
1938,14,0,4,4,19,6,9,5,18,0,7,23,33,11,33,41,40,12,0,4,6,31,4,40,30,18,21,0,5,5,14,32,0,12,24,44,13,51,91,280,198,264
1939,0,0,0,0,10,4,7,2,0,0,0,1,5,4,4,16,5,148,0,44,48,101,22,118,138,75,4,0,2,5,0,0,0,0,0,2,2,2,10,280,198,264
1940,12,0,6,2,12,9,13,3,14,1,13,12,27,0,37,52,22,26,2,10,14,48,0,66,89,41,34,2,13,21,18,30,10,8,20,47,0,69,104,340,134,594
1941,0,0,0,2,4,0,0,0,6,2,0,2,7,0,6,5,8,0,0,0,4,11,0,8,6,11,9,2,0,0,4,10,0,0,8,22,0,21,15,76,24,72
1942,18,0,8,4,18,0,2,0,0,0,0,0,28,0,23,13,20,6,0,0,6,12,0,17,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
1943,2,0,6,2,18,4,8,7,21,0,2,11,24,5,31,25,21,24,0,10,14,38,13,44,49,41,23,0,8,11,12,26,0,12,24,46,10,49,85,280,198,264
1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,4,22,0,18,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,28
1945,0,0,2,2,4,2,3,0,15,0,7,10,14,0,16,17,14,12,0,4,12,33,0,45,63,23,30,1,18,18,26,94,4,32,66,74,0,110,159,340,128,572
1946,42,2,14,18,17,14,18,8,21,4,14,23,49,0,76,96,57,14,2,8,8,31,0,50,65,33,15,0,6,9,16,16,6,6,20,42,0,46,86,340,134,608
1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,20,0,15,14,21,17,1,0,4,6,6,4,0,4,20,0,20,13,76,24,72
1948,20,0,6,6,19,6,4,5,23,0,6,21,37,9,40,41,38,6,0,6,4,25,7,33,30,20,18,0,2,11,12,34,0,16,28,46,12,51,91,280,198,264
1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,15,0,9,9,13,14,0,0,5,10,16,6,0,8,25,0,28,18,76,24,72
1950,0,0,2,0,17,7,6,9,0,0,0,0,7,2,14,10,24,148,22,92,80,115,0,156,234,104,0,0,0,0,0,0,0,0,0,0,0,0,0,340,134,610
1951,18,0,10,4,1,2,2,0,19,4,4,8,25,0,35,41,16,0,0,0,0,3,0,4,4,2,2,0,1,0,12,10,6,2,10,26,0,27,43,134,48,176
1952,34,0,12,8,31,9,8,13,16,0,5,28,45,0,71,74,65,16,0,2,6,41,0,42,57,22,15,0,6,3,6,6,0,4,6,30,0,31,54,284,112,364
1953,0,0,0,0,0,0,1,0,7,0,5,8,5,0,8,4,9,0,0,2,0,9,0,12,12,13,15,1,3,8,36,160,18,56,94,108,0,150,219,340,118,514
1954,4,0,0,0,5,0,1,3,1,0,1,0,8,0,7,6,4,4,0,0,2,10,0,9,8,3,3,0,0,0,0,0,0,0,0,4,0,2,2,38,14,28
1955,24,0,8,16,30,10,7,7,18,0,4,9,44,8,58,44,37,18,0,4,18,36,12,41,63,29,13,0,7,6,6,8,2,0,12,28,8,25,67,280,198,264
1956,94,0,52,70,41,21,50,10,0,0,0,0,96,0,167,126,125,16,0,2,22,42,0,67,53,59,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,672
1957,20,0,6,14,16,10,4,20,23,0,4,23,37,0,48,62,31,16,0,2,2,27,0,48,44,24,21,0,4,8,22,18,6,6,22,52,0,46,78,284,112,364
1958,38,0,20,8,30,5,14,15,20,0,3,14,54,15,58,78,43,10,0,8,8,34,7,41,50,26,9,0,3,6,4,12,6,0,6,20,6,25,45,280,198,264
1959,6,0,0,6,15,2,8,0,2,0,2,1,13,0,16,15,5,12,0,2,14,23,0,24,23,7,3,0,2,2,0,2,0,2,0,8,0,7,6,98,28,118
1960,20,0,12,6,4,2,2,0,13,0,3,5,30,0,29,31,13,0,0,0,0,5,0,6,4,2,2,0,0,0,2,0,0,0,4,8,0,10,17,98,28,136
1961,32,0,0,14,5,0,1,0,8,0,0,2,29,0,32,18,29,0,0,0,0,5,0,3,2,2,1,0,0,1,0,0,0,0,0,6,0,5,6,76,36,64
1962,2,0,0,0,5,0,3,0,2,2,0,0,10,0,5,3,6,24,6,0,8,25,0,27,18,23,5,0,0,4,0,0,0,0,0,5,0,8,4,76,36,62
1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,12,6,8,13,0,4,0,108,120,0,62,176,126,0,126,260,312,246,528
1964,52,0,26,16,7,4,4,0,4,0,3,1,48,0,42,65,16,0,0,0,0,6,0,6,12,0,1,0,0,0,0,0,0,0,0,2,0,3,5,132,38,144
1965,12,0,4,2,10,0,4,3,13,0,2,8,22,0,22,31,8,10,0,0,2,18,0,17,18,5,4,0,0,6,2,8,0,8,0,17,0,18,35,132,36,142
1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,24,62,71,0,112,133,77,36,4,26,25,18,34,2,16,12,51,0,60,102,340,128,584
1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,28,26,69,0,105,112,65,41,0,11,18,20,6,0,6,26,47,0,37,68,284,112,364
1968,2,0,4,0,30,4,7,13,0,0,0,0,24,0,16,30,4,122,0,44,58,92,0,126,150,68,0,0,0,0,0,0,0,0,0,0,0,0,0,284,112,364
1969,16,0,12,2,12,4,10,2,4,0,3,0,27,0,25,30,7,6,0,0,4,14,0,16,15,10,2,0,1,1,0,0,0,0,0,3,0,5,6,90,28,116
1970,56,10,30,8,9,5,3,4,0,0,0,0,49,4,52,76,37,0,0,0,0,5,1,13,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,134,62,164
1971,24,0,8,2,16,0,5,0,0,0,0,0,25,0,28,17,23,4,0,0,2,15,0,12,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
1972,2,4,4,8,10,2,3,1,29,0,13,25,28,0,41,42,37,2,0,4,6,19,0,28,39,13,18,1,8,12,28,78,10,30,56,73,0,101,152,340,128,580
1973,34,0,12,12,27,5,10,21,14,0,6,15,45,0,63,74,47,18,0,10,4,36,0,52,59,49,19,0,5,8,12,2,0,2,10,35,0,27,47,284,112,364
1974,12,4,10,6,33,13,22,17,9,2,7,15,39,1,50,76,37,48,8,32,26,62,0,95,132,57,18,1,6,9,2,4,4,0,4,21,0,28,42,340,134,608
1975,70,14,28,42,15,10,9,12,26,3,19,39,77,1,102,158,69,0,0,4,0,14,0,28,25,26,11,1,3,1,8,10,4,6,16,31,1,43,67,340,134,610
1976,0,0,0,0,26,7,7,12,0,0,0,0,16,0,28,16,6,124,0,42,58,92,28,96,146,76,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,264
1977,32,0,14,32,21,6,27,12,29,0,11,35,62,0,76,73,77,10,0,2,12,34,0,52,61,30,17,0,10,16,12,6,2,0,28,42,0,78,68,360,198,624
1978,22,0,8,2,17,0,3,0,0,0,0,0,25,0,24,18,23,4,0,0,6,15,0,16,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
1979,14,0,12,26,23,8,28,13,21,0,3,20,46,0,65,64,55,40,0,12,26,56,0,78,68,70,17,0,10,25,8,14,6,0,22,36,0,59,56,360,198,600
1980,4,0,0,2,6,0,0,3,1,0,1,1,9,0,8,6,3,2,0,0,2,9,0,8,8,4,3,0,0,0,0,0,0,0,0,4,0,2,2,38,14,28
1981,24,0,6,20,0,0,0,0,42,0,17,36,43,8,61,43,42,0,0,0,0,0,0,0,0,0,0,0,0,0,26,58,0,16,36,65,20,63,134,280,198,264
1982,44,0,12,4,7,0,3,0,0,0,0,0,34,0,35,21,36,2,0,0,0,6,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
1983,130,0,92,90,0,0,0,0,27,0,15,35,112,0,164,187,128,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,2,26,0,37,30,360,198,648
1984,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,5,2,0,1,2,1,0,0,0,0,0,0,0,0,3,0,0,1,10,8,2
1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,40,44,98,20,116,130,72,16,0,8,14,4,0,0,0,4,10,8,8,42,280,198,264
1986,100,0,46,26,13,6,11,7,23,0,11,17,87,0,102,135,81,4,0,0,2,11,0,17,22,15,2,0,1,2,4,0,0,0,2,18,0,28,31,284,144,332
1987,34,0,6,4,6,2,2,1,36,0,13,32,47,8,53,45,38,0,0,2,0,7,1,11,6,5,4,0,1,4,26,40,0,16,46,54,19,60,126,280,198,264
1988,12,0,0,0,28,8,25,9,0,0,0,0,24,0,31,26,30,80,0,8,40,64,0,77,77,74,0,0,0,0,0,0,0,0,0,0,0,0,0,198,102,268
1989,36,0,0,16,5,0,1,0,6,0,0,2,29,0,34,21,24,0,0,0,0,5,0,2,1,4,0,0,0,0,0,2,0,0,0,6,0,4,5,76,36,64
1990,26,0,6,20,20,8,10,11,29,0,14,41,54,0,63,68,57,8,0,4,2,29,0,46,43,34,18,0,4,19,20,14,0,10,38,55,0,73,97,360,198,552
1991,56,0,14,42,0,0,0,0,51,0,20,71,73,0,89,114,84,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,0,18,50,65,0,86,107,360,198,552
1992,24,4,16,6,22,9,6,6,0,0,0,0,32,0,41,59,19,6,4,2,2,22,2,27,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,170
1993,32,0,16,6,32,5,11,8,22,0,5,19,52,10,65,68,37,12,0,6,8,31,12,29,54,24,8,0,6,8,2,8,2,0,8,25,6,30,57,280,198,264
1994,22,0,8,8,28,9,16,15,19,0,4,13,45,0,50,69,36,24,0,10,18,42,0,61,75,44,18,0,4,4,6,6,2,2,4,29,0,38,41,284,112,364
1995,36,0,0,12,6,0,2,0,5,0,0,2,32,0,29,19,28,0,0,0,0,4,0,5,2,4,0,0,0,1,2,0,0,0,0,4,0,6,4,76,36,64
1996,54,0,10,30,6,1,3,1,32,0,4,27,59,0,52,78,63,0,0,0,0,3,0,7,8,6,2,0,0,2,10,8,0,4,6,26,0,34,38,198,102,258
1997,36,8,20,8,47,31,37,35,0,0,0,0,50,7,72,102,72,52,10,30,34,72,0,93,145,70,0,0,0,0,0,0,0,0,0,0,0,0,0,340,154,594
1998,2,0,0,0,0,0,0,0,7,0,1,5,9,0,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,4,13,0,13,13,38,14,28
1999,8,2,0,2,8,1,4,0,4,1,0,3,16,0,17,9,16,6,2,0,2,16,0,14,9,14,5,1,0,2,0,2,0,0,0,8,0,9,8,76,36,62
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,34,38,84,0,116,136,67,31,0,10,14,10,2,0,2,8,32,0,26,44,284,112,364
2001,10,2,12,12,15,3,7,6,21,2,15,18,28,0,52,50,47,2,0,8,6,28,0,34,59,15,25,0,8,13,26,44,16,16,42,66,0,86,130,340,128,584
2002,28,0,10,10,24,9,13,18,27,0,7,16,45,0,71,74,59,16,0,4,4,34,0,41,55,32,15,0,4,6,6,4,0,4,8,37,0,31,54,284,112,364
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,8,4,4,7,2,0,8,16,32,0,4,36,37,0,39,35,98,0,146
2004,42,0,12,30,51,15,16,10,0,0,0,0,56,17,55,81,45,32,0,14,34,52,11,69,81,37,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,360
2005,150,26,100,72,4,4,3,3,11,2,11,18,107,8,148,218,156,0,0,0,0,4,0,4,8,2,1,0,0,0,0,0,0,0,2,11,0,13,23,340,158,600
2006,48,0,16,22,47,15,25,23,0,0,0,0,60,0,73,92,69,42,0,12,22,56,0,80,77,59,0,0,0,0,0,0,0,0,0,0,0,0,0,284,144,332
2007,6,0,0,0,6,1,3,2,0,0,0,0,12,0,7,8,3,8,0,0,2,10,0,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,20
2008,22,0,6,18,24,11,37,5,16,0,7,20,46,0,55,52,57,30,0,8,28,56,0,85,105,50,25,0,8,22,4,12,6,2,10,36,0,67,50,360,198,624
2009,2,0,0,2,4,0,1,0,9,3,0,3,11,0,10,9,13,0,0,0,0,8,0,5,5,3,5,1,0,1,4,10,0,0,6,21,0,23,11,76,36,60
2010,14,0,2,8,7,0,10,0,12,0,4,7,24,0,21,33,5,6,0,0,4,15,0,14,20,5,10,0,2,4,4,8,0,2,4,18,0,21,31,132,38,136
2011,2,0,0,0,6,3,3,2,13,0,3,9,13,3,13,15,10,10,0,8,14,34,10,46,41,42,36,0,10,16,22,48,0,16,32,61,15,65,110,280,198,264
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,28,0,43,23,16,34,0,14,0,56,124,0,28,62,80,28,81,132,280,198,240
2013,2,0,0,0,6,4,3,3,2,0,1,3,5,0,9,6,9,68,6,24,48,80,0,101,163,47,37,2,23,26,16,22,6,8,14,37,0,62,83,340,134,598
2014,20,0,2,2,14,3,2,6,21,0,9,27,36,0,39,47,19,2,0,0,4,18,0,25,32,13,13,0,7,11,44,38,6,18,54,62,0,78,116,284,112,364
2015,28,0,6,8,21,9,15,5,26,0,9,17,48,3,77,60,34,10,0,4,6,29,11,26,46,25,15,0,3,2,8,10,4,0,8,31,14,21,77,280,198,264
2016,20,2,12,10,23,9,15,5,20,3,12,26,46,0,57,92,30,10,4,6,12,36,0,53,73,30,21,2,10,15,16,30,4,12,10,40,0,62,90,340,134,598
2017,10,0,0,8,8,0,7,0,12,0,3,4,18,0,21,25,8,6,0,2,4,18,0,16,27,4,8,0,2,5,4,6,0,2,4,18,0,18,30,132,36,142
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,14,0,17,21,10,21,0,0,13,26,74,18,0,62,76,0,68,99,200,68,268
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,4,22,0,25,16,24,10,4,0,8,6,4,0,0,2,18,0,15,9,76,36,60
2020,36,0,22,18,10,4,5,0,0,0,0,0,36,0,41,35,39,2,0,0,0,8,0,6,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
2021,36,0,6,8,20,9,11,21,23,0,9,18,48,0,63,72,50,20,0,4,2,33,0,47,52,39,17,0,5,8,6,2,0,4,14,35,0,32,62,284,112,364
2022,16,0,0,6,22,10,8,9,13,0,4,10,29,7,31,40,29,22,0,10,18,42,13,58,70,29,26,0,6,11,8,14,0,6,10,37,8,35,64,280,198,264
2023,0,0,0,0,0,0,1,0,18,1,7,11,9,0,18,14,16,0,0,0,0,6,0,2,5,3,4,1,1,3,36,160,20,54,100,107,0,150,222,340,118,514
2024,16,0,10,14,6,2,3,0,9,0,4,6,30,0,27,29,4,0,0,2,0,6,0,8,6,2,4,0,0,2,2,4,0,0,0,8,0,12,15,98,28,118
2025,2,0,0,4,5,4,3,2,18,0,7,22,21,0,21,21,30,4,0,2,4,30,0,32,25,24,31,0,12,17,54,48,0,24,96,87,0,128,151,336,222,540
2026,36,0,10,4,21,7,6,12,25,0,8,28,41,0,73,69,44,8,0,4,4,32,0,32,46,16,17,0,3,9,12,8,2,4,16,43,0,37,69,284,112,364
2027,100,18,62,56,17,15,7,15,18,2,9,26,94,4,120,181,98,4,0,2,2,15,0,27,31,33,3,3,0,5,2,0,0,0,2,13,2,23,40,340,158,590
2028,34,0,18,44,29,8,25,11,22,0,7,32,66,0,79,78,74,18,0,4,20,33,0,56,66,29,11,0,7,12,8,14,6,4,14,39,0,70,64,360,198,624
2029,54,0,14,6,3,0,1,0,0,0,0,0,39,0,37,23,41,0,0,0,0,1,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,76,50,54
2030,6,2,0,2,0,0,0,0,13,3,0,7,13,0,14,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,6,27,0,22,14,76,36,60
2031,92,16,58,40,36,31,30,33,0,0,0,0,91,3,112,182,99,18,2,6,8,31,3,60,61,59,0,0,0,0,0,0,0,0,0,0,0,0,0,340,158,600
2032,28,0,12,16,0,0,0,0,15,0,5,7,34,0,32,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,13,0,16,17,98,28,118
2033,42,0,16,28,34,8,15,6,12,0,6,15,53,12,74,83,36,20,0,8,12,42,12,34,52,35,9,0,2,2,2,2,0,0,4,13,4,16,36,280,198,264
2034,0,0,0,0,0,0,1,0,11,0,2,10,6,0,4,12,10,0,0,0,0,8,0,8,11,14,13,0,3,4,98,106,0,60,160,124,0,138,217,336,222,528
2035,0,0,0,0,4,0,1,2,2,0,0,0,4,0,5,4,2,12,0,2,0,15,0,11,10,4,1,0,0,1,0,0,0,0,0,3,0,2,2,38,14,28
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,5,6,2,8,2,0,3,10,28,6,0,12,31,0,25,28,76,24,72
2037,50,0,8,22,7,1,4,0,32,0,6,26,53,0,49,73,61,0,0,0,0,5,0,8,5,6,3,0,0,3,10,6,0,2,10,30,0,38,45,198,102,258
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,8,25,0,28,17,22,14,0,0,7,2,4,0,0,0,15,0,12,8,76,36,60
2039,22,0,4,2,14,0,7,0,0,0,0,0,23,0,23,16,22,10,0,0,2,17,0,17,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
2040,12,0,4,4,10,6,7,0,0,0,0,0,19,0,20,19,2,30,0,6,16,28,0,28,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
2041,24,0,0,10,7,0,3,0,9,0,0,2,25,0,28,17,23,0,0,0,0,5,0,8,4,7,2,0,0,1,0,0,0,0,0,10,0,4,6,76,36,64
2042,78,14,44,52,39,32,22,30,0,0,0,0,73,8,107,154,124,26,0,14,20,49,0,62,87,34,0,0,0,0,0,0,0,0,0,0,0,0,0,340,158,600
2043,110,0,76,80,12,5,14,3,24,0,16,29,106,0,144,166,126,0,0,0,2,12,0,22,12,11,4,0,1,1,2,0,0,2,6,20,0,38,36,360,198,648
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,16,46,69,0,75,84,70,54,0,15,34,26,48,0,26,68,69,0,108,120,336,222,540
2045,30,0,24,14,13,0,9,0,0,0,0,0,38,0,35,37,35,2,0,0,2,6,0,12,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
2046,132,0,84,106,0,0,0,0,30,0,16,33,118,0,161,176,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,20,0,35,44,360,198,648
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,26,20,29,30,0,13,4,82,94,0,46,140,112,0,136,211,336,222,528
2048,8,0,2,0,6,2,3,0,3,1,3,14,10,0,12,14,19,2,2,0,4,19,0,21,25,14,15,0,6,12,48,142,22,40,84,93,0,134,198,340,128,526
2049,0,0,2,0,20,4,8,7,5,0,1,7,17,0,16,27,7,74,0,24,30,68,0,97,109,54,22,0,10,10,6,10,0,0,2,31,0,29,52,284,112,364
2050,58,0,24,64,24,6,23,6,23,0,6,34,71,0,105,104,89,10,0,8,8,32,0,47,35,37,12,0,5,10,4,8,6,0,12,35,0,56,47,360,198,624
2051,36,0,12,36,52,17,20,10,0,0,0,0,52,20,51,91,44,36,0,10,20,56,8,73,71,38,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,360
2052,2,0,0,0,11,3,4,10,9,0,4,6,13,0,17,19,12,46,0,14,10,52,0,77,85,45,34,0,12,20,28,4,4,0,30,51,0,48,81,284,112,364
2053,34,0,30,28,53,9,63,18,0,0,0,0,70,0,78,80,108,52,0,26,48,68,0,130,120,75,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
2054,64,0,16,28,44,20,28,0,0,0,0,0,71,8,104,92,45,24,0,0,12,37,20,20,70,37,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
2055,14,0,10,6,10,1,2,0,7,0,4,5,23,0,24,22,8,0,0,2,2,10,0,10,12,7,3,0,1,4,4,6,0,4,0,11,0,13,13,98,28,118
2056,34,0,0,14,34,10,25,11,0,0,0,0,39,0,46,44,45,46,0,4,26,49,0,62,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,198,102,268
2057,14,0,28,6,13,2,4,1,2,0,0,0,24,0,26,28,21,2,0,0,8,14,0,13,11,12,2,0,0,1,0,0,0,0,0,3,0,5,4,90,28,116
2058,6,0,0,0,8,3,5,0,4,0,0,2,15,0,13,8,10,8,0,0,2,15,0,18,12,14,5,1,0,3,0,4,0,0,0,10,0,9,6,76,36,62
2059,20,0,14,14,44,18,51,15,0,0,0,0,46,0,64,78,47,84,0,30,80,92,0,158,108,94,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
2060,52,0,36,46,52,20,48,14,0,0,0,0,73,0,97,116,100,36,0,16,50,65,0,118,77,83,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,672
2061,18,0,4,28,35,16,31,11,13,0,7,17,50,0,67,60,59,34,0,12,50,63,0,89,103,62,20,0,5,12,4,0,0,2,12,25,0,42,42,360,198,624
2062,6,0,0,2,0,0,0,0,27,0,13,17,20,3,29,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,52,146,0,30,58,88,25,92,130,280,198,240
2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,1,0,0,2,26,40,0,6,32,38,0,40,47,98,28,98
2064,4,0,0,0,14,9,7,0,0,0,0,0,16,0,12,19,0,54,0,6,28,41,0,45,62,17,0,0,0,0,0,0,0,0,0,0,0,0,0,132,36,142
2065,10,0,8,8,9,0,7,1,10,0,3,5,21,0,20,34,2,4,0,0,2,19,0,15,25,0,10,0,1,3,0,4,0,2,4,16,0,16,30,132,38,144
2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,4,6,58,3,87,50,40,41,0,23,2,32,24,0,6,28,50,25,37,136,280,198,264
2067,14,0,6,6,12,6,11,0,0,0,0,0,21,0,21,19,13,20,0,4,8,23,0,26,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
2068,80,0,26,44,0,0,0,0,39,0,13,35,75,20,85,115,59,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,0,6,33,8,39,66,280,198,264
2069,12,0,6,12,8,2,8,0,4,0,1,2,25,0,23,23,9,2,0,4,4,10,0,13,14,2,6,0,0,1,0,0,0,0,2,6,0,7,8,90,28,116
2070,32,4,8,10,0,0,0,0,17,3,10,11,37,1,43,55,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,2,4,17,1,22,36,134,48,178
2071,44,0,22,26,39,20,49,14,0,0,0,0,60,0,83,97,73,70,0,22,68,78,0,134,94,86,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
2072,4,0,0,2,15,0,3,0,0,0,0,0,13,0,11,7,16,26,0,0,14,27,0,29,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
2073,0,0,0,0,2,0,4,0,2,0,1,1,5,0,7,5,3,14,0,2,18,22,0,22,21,4,12,0,1,9,0,4,0,2,2,14,0,14,15,90,28,116
2074,32,0,8,8,26,8,7,17,15,0,6,9,42,10,48,60,32,38,0,10,18,48,8,61,65,32,10,0,4,7,4,2,2,0,10,18,10,15,53,280,198,264
2075,70,0,34,30,0,0,0,0,49,0,17,29,83,0,83,125,42,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,2,10,32,33,0,59,91,284,112,364
2076,36,0,16,18,10,3,8,0,0,0,0,0,33,0,38,35,33,2,0,2,0,11,0,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,0,32,0,67,59,50,52,0,15,22,52,34,6,12,70,84,0,75,126,284,112,364
