"('Al', 'Ga', 0)","('Al', 'Ga', 1)","('Al', 'Ga', 2)","('Al', 'Ga', 3)","('In', 'O', 0)","('In', 'O', 1)","('In', 'O', 2)","('In', 'O', 3)","('Al', 'In', 0)","('Al', 'In', 1)","('Al', 'In', 2)","('Al', 'In', 3)","('Al', 'Al', 0)","('Al', 'Al', 1)","('Al', 'Al', 2)","('Al', 'Al', 3)","('Ga', 'Ga', 0)","('Ga', 'Ga', 1)","('Ga', 'Ga', 2)","('Ga', 'Ga', 3)","('Al', 'O', 0)","('Al', 'O', 1)","('Al', 'O', 2)","('Al', 'O', 3)","('Al', 'O', 4)","('In', 'Ga', 0)","('In', 'Ga', 1)","('In', 'Ga', 2)","('In', 'Ga', 3)","('O', 'O', 0)","('O', 'O', 1)","('O', 'O', 2)","('In', 'In', 0)","('In', 'In', 1)","('In', 'In', 2)","('In', 'In', 3)","('In', 'In', 4)","('Ga', 'O', 0)","('Ga', 'O', 1)","('Ga', 'O', 2)","('Ga', 'O', 3)","('Ga', 'O', 4)",5,"Bond_('Al', 'O')_mean","Bond_('Al', 'O')_std","Bond_('Ga', 'O')_mean","Bond_('Ga', 'O')_std","Bond_('In', 'O')_mean","Bond_('In', 'O')_std",IonChar_mean,IonChar_std,val_mean,val_std,grp_mean,grp_std,period_mean,period_std,p_mean,p_std,Norm0,Norm2,Norm3,Norm5,Norm7,Norm10
33.0,26.0,22.0,18.0,11.0,1.0,21.0,28.0,10.0,1.0,7.0,16.0,58.0,10.0,28.0,34.0,20.0,4.0,8.0,12.0,73.0,1.0,92.0,155.0,59.0,9.0,1.0,4.0,2.0,340.0,146.0,602.0,0.0,2.0,0.0,2.0,0.0,38.0,0.0,58.0,73.0,55.0,2090,1.9965430556,0.144121051279,1.95775908731,0.13144978838,1.9930208078,0.160504763247,0.535237704918,0.038920274391,0.0,2.44948974278,4.8,1.46969384567,1.625,0.885649479196,2.8,1.46969384567,4.0,0.654790042685,0.61222047498,0.600934554017,0.600090807722,0.60000330878
0.0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,8.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2091,,,2.03679930931,0.0243269014374,2.00336335302,0.264409928586,0.493666666667,0.00612825877028,0.0,2.44948974278,4.8,1.46969384567,2.1,1.37477270849,2.8,1.46969384567,3.0,0.678232998313,0.624879976953,0.603719041214,0.600667715689,0.600058569008
23.0,8.0,25.0,6.0,33.0,0.0,64.0,52.0,7.0,0.0,3.0,17.0,2.0,0.0,0.0,8.0,58.0,0.0,20.0,54.0,25.0,0.0,35.0,42.0,32.0,29.0,0.0,12.0,31.0,360.0,198.0,600.0,10.0,10.0,6.0,0.0,12.0,80.0,0.0,106.0,96.0,94.0,2092,2.07326409602,0.0347651517069,2.05122243684,0.0339328374492,2.04690892882,0.0361424168938,0.502963768116,0.0305913716689,0.0,2.44948974278,4.8,1.46969384567,1.8,1.06536378763,2.8,1.46969384567,4.0,0.65263887411,0.611563193755,0.600903000971,0.600089586873,0.60000330006
0.0,0.0,0.0,0.0,90.0,28.0,93.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,10.0,0.0,280.0,198.0,240.0,0.0,162.0,0.0,36.0,72.0,18.0,0.0,31.0,15.0,11.0,2093,,,2.04563742813,0.0204186718817,2.17803374901,0.125862308452,0.495833333333,0.00484481395125,0.0,2.44948974278,4.8,1.46969384567,2.1375,1.41194679432,2.8,1.46969384567,3.0,0.691239828135,0.633873423566,0.606611760923,0.601515728442,0.600190001742
9.0,0.0,4.0,0.0,4.0,0.0,7.0,6.0,8.0,0.0,0.0,0.0,22.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,27.0,0.0,26.0,15.0,24.0,1.0,0.0,0.0,1.0,76.0,36.0,64.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,7.0,5.0,6.0,2094,2.00739156127,0.0579329429099,2.01609678669,0.0556213643957,1.99643917344,0.0589882486037,0.54165,0.0366930170468,0.0,2.44948974278,4.8,1.46969384567,1.6,0.879393730552,2.8,1.46969384567,4.0,0.663324958071,0.617586485446,0.602070705857,0.60029321881,0.600018041313
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2095,1.9008071322,0.0888903145018,2.04314510201,4.75075286119e-05,,,0.548777777778,0.0340906561906,0.0,2.44948974278,4.8,1.46969384567,1.5,0.67082039325,2.8,1.46969384567,3.0,0.678232998313,0.624879976953,0.603719041214,0.600667715689,0.600058569008
26.0,8.0,10.0,12.0,4.0,0.0,7.0,7.0,6.0,0.0,2.0,4.0,108.0,0.0,36.0,72.0,2.0,0.0,0.0,0.0,86.0,27.0,92.0,133.0,68.0,1.0,0.0,0.0,0.0,280.0,198.0,408.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,25.0,24.0,12.0,2096,1.96137343575,0.104176269245,1.85834014886,0.0866461563828,1.85181635891,0.076307465812,0.550777777778,0.0321533747245,0.0,2.44948974278,4.8,1.46969384567,1.4875,0.670703921265,2.8,1.46969384567,4.0,0.685337508094,0.630442469674,0.60549541792,0.60116586896,0.600130331032
16.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,24.0,0.0,0.0,10.0,15.0,0.0,13.0,6.0,14.0,0.0,0.0,0.0,0.0,76.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,27.0,19.0,22.0,2097,2.00616048967,0.057534011471,2.0061606452,0.0575338210399,,,0.51575,0.0396980792986,0.0,2.44948974278,4.8,1.46969384567,1.66666666667,0.86922698736,2.8,1.46969384567,3.0,0.669991708075,0.619136269825,0.602130825754,0.600295470186,0.600018058894
0.0,0.0,0.0,0.0,53.0,0.0,48.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,132.0,30.0,124.0,30.0,38.0,0.0,0.0,56.0,3.0,0.0,3.0,5.0,2.0,2098,,,2.24434436027,0.065660929624,2.22211041853,0.0750094684909,0.497303571429,0.00292721004943,0.0,2.44948974278,4.8,1.46969384567,2.175,1.44719556384,2.8,1.46969384567,3.0,0.707990112925,0.645331440337,0.611030973092,0.603143271607,0.600543476214
17.0,5.0,3.0,1.0,43.0,13.0,53.0,88.0,16.0,0.0,6.0,9.0,4.0,0.0,0.0,2.0,26.0,0.0,6.0,12.0,23.0,3.0,25.0,22.0,15.0,26.0,0.0,12.0,16.0,280.0,198.0,264.0,18.0,14.0,0.0,4.0,22.0,42.0,12.0,46.0,58.0,38.0,2099,2.02717990088,0.110360274438,2.080812128,0.111834412355,2.05797467271,0.116708117419,0.507638888889,0.0314122700529,0.0,2.44948974278,4.8,1.46969384567,1.8875,1.1831499271,2.8,1.46969384567,4.0,0.646867451647,0.60822371933,0.600352967662,0.600018362246,0.600000254857
12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,24.0,0.0,0.0,6.0,15.0,0.0,15.0,12.0,14.0,0.0,0.0,0.0,0.0,76.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,13.0,22.0,2100,1.99408480365,0.0695963977156,2.00896249737,0.066968766228,,,0.51575,0.0396980792986,0.0,2.44948974278,4.8,1.46969384567,1.63333333333,0.835995746932,2.8,1.46969384567,3.0,0.664997911442,0.615638250149,0.601260505751,0.600126159039,0.600004910788
0.0,0.0,0.0,0.0,9.0,0.0,5.0,7.0,7.0,0.0,2.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,10.0,6.0,0.0,0.0,0.0,0.0,38.0,14.0,28.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2101,1.9643199023,0.0946969605725,,,1.99593236899,0.0950358673889,0.538772727273,0.0339249597282,0.0,2.44948974278,4.8,1.46969384567,1.7,1.05356537529,2.8,1.46969384567,3.0,0.667083203206,0.617100579278,0.601615505414,0.600191932328,0.600009519758
8.0,6.0,12.0,0.0,15.0,0.0,27.0,33.0,20.0,0.0,13.0,25.0,132.0,0.0,86.0,94.0,0.0,0.0,0.0,0.0,111.0,0.0,156.0,176.0,148.0,2.0,0.0,0.0,2.0,360.0,198.0,672.0,0.0,0.0,0.0,2.0,4.0,12.0,0.0,18.0,4.0,16.0,2102,1.98326093009,0.0348955350385,1.95933444354,3.67215452883e-05,1.99473242733,0.0373513864086,0.552369565217,0.0298017789779,0.0,2.44948974278,4.8,1.46969384567,1.525,0.77419312836,2.8,1.46969384567,4.0,0.684653196881,0.630354004453,0.605494477962,0.601165860069,0.600130331024
7.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,116.0,200.0,0.0,0.0,0.0,0.0,134.0,0.0,229.0,166.0,249.0,0.0,0.0,0.0,0.0,360.0,198.0,684.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,8.0,6.0,2103,1.94350966649,0.0338255784096,1.9713557351,0.0236296234899,,,0.564623188406,0.0137567916816,0.0,2.44948974278,4.8,1.46969384567,1.4125,0.517052946999,2.8,1.46969384567,3.0,0.714361603111,0.649654648891,0.612914834087,0.603938535376,0.600753184295
1.0,1.0,1.0,0.0,18.0,0.0,9.0,10.0,10.0,3.0,0.0,6.0,20.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,21.0,0.0,28.0,17.0,21.0,1.0,0.0,0.0,0.0,76.0,36.0,62.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,2104,2.0504231147,0.0573355675697,1.97728341831,0.0,2.04950702139,0.0575364583237,0.5339,0.0348559894423,0.0,2.44948974278,4.8,1.46969384567,1.7,1.03762549442,2.8,1.46969384567,4.0,0.658280588604,0.613677605501,0.601128198563,0.600117525612,0.600004764313
0.0,0.0,0.0,0.0,34.0,0.0,36.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,9.0,98.0,0.0,146.0,14.0,32.0,0.0,2.0,28.0,10.0,0.0,11.0,4.0,8.0,2105,,,2.23842724601,0.141758079167,2.17323864885,0.15984976808,0.495045454545,0.00544791263385,0.0,2.44948974278,4.8,1.46969384567,2.1,1.37477270849,2.8,1.46969384567,3.0,0.678232998313,0.624879976953,0.603719041214,0.600667715689,0.600058569008
47.0,18.0,57.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,24.0,34.0,56.0,0.0,22.0,46.0,66.0,0.0,87.0,102.0,90.0,0.0,0.0,0.0,0.0,360.0,198.0,648.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,129.0,90.0,93.0,2106,1.98900471937,0.0337915369097,1.98474322221,0.0352721071718,,,0.524217391304,0.0409612293057,0.0,2.44948974278,4.8,1.46969384567,1.6,0.8,2.8,1.46969384567,3.0,0.663324958071,0.614463365137,0.600984418749,0.60007835456,0.60000203218
17.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,20.0,0.0,0.0,10.0,16.0,0.0,14.0,9.0,14.0,0.0,0.0,0.0,0.0,76.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,26.0,16.0,22.0,2107,2.01445142184,0.0674900932299,2.00862074803,0.0687605850911,,,0.5178,0.0401716317816,0.0,2.44948974278,4.8,1.46969384567,1.66666666667,0.86922698736,2.8,1.46969384567,3.0,0.669991708075,0.619136269825,0.602130825754,0.600295470186,0.600018058894
1.0,0.0,2.0,0.0,16.0,0.0,17.0,19.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,12.0,3.0,0.0,2.0,2.0,1.0,11.0,0.0,1.0,16.0,98.0,28.0,118.0,4.0,4.0,0.0,0.0,2.0,25.0,0.0,28.0,19.0,12.0,2108,2.11254848881,0.102313144285,2.08657258872,0.132072908895,2.09002924401,0.129031206529,0.495318181818,0.0203333276882,0.0,2.44948974278,4.8,1.46969384567,1.9,1.15758369028,2.8,1.46969384567,4.0,0.662382064975,0.615867197084,0.601546161712,0.600188167961,0.600009471786
0.0,0.0,0.0,0.0,20.0,0.0,23.0,32.0,20.0,0.0,5.0,13.0,26.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,34.0,0.0,32.0,47.0,13.0,0.0,0.0,0.0,0.0,132.0,36.0,142.0,8.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2109,2.03693143457,0.0827979913932,,,2.06270939554,0.0705895158212,0.541444444444,0.0333203678488,0.0,2.44948974278,4.8,1.46969384567,1.7,1.05356537529,2.8,1.46969384567,3.0,0.667083203206,0.617100579278,0.601615505414,0.600191932328,0.600009519758
28.0,13.0,35.0,11.0,27.0,0.0,47.0,32.0,16.0,0.0,8.0,24.0,44.0,0.0,12.0,46.0,22.0,0.0,4.0,18.0,69.0,0.0,94.0,92.0,84.0,17.0,0.0,4.0,12.0,360.0,198.0,624.0,0.0,10.0,6.0,2.0,2.0,42.0,0.0,69.0,71.0,37.0,2110,2.02554958955,0.035313245877,2.03518159055,0.0366061817156,2.01055095067,0.0270741104126,0.528543478261,0.0387173180675,0.0,2.44948974278,4.8,1.46969384567,1.6875,0.96945538835,2.8,1.46969384567,4.0,0.647832925992,0.60877230571,0.600436501418,0.600027828343,0.60000055693
14.0,8.0,14.0,6.0,25.0,5.0,36.0,58.0,18.0,0.0,4.0,15.0,44.0,0.0,12.0,10.0,22.0,0.0,2.0,4.0,49.0,10.0,56.0,52.0,42.0,19.0,0.0,7.0,6.0,280.0,198.0,264.0,6.0,6.0,4.0,0.0,14.0,34.0,13.0,32.0,59.0,29.0,2111,1.99894679614,0.110942366867,2.05909955159,0.1017721501,1.96774083057,0.102643792771,0.525212962963,0.0383763167046,0.0,2.44948974278,4.8,1.46969384567,1.725,1.02439006243,2.8,1.46969384567,4.0,0.645174395028,0.607600083992,0.600315483549,0.600017155546,0.600000277546
1.0,0.0,1.0,1.0,46.0,11.0,52.0,83.0,35.0,0.0,14.0,40.0,62.0,0.0,18.0,26.0,0.0,0.0,0.0,0.0,61.0,16.0,71.0,78.0,63.0,2.0,0.0,1.0,2.0,280.0,198.0,264.0,20.0,26.0,0.0,8.0,16.0,1.0,1.0,1.0,3.0,2.0,2112,2.04074763102,0.113156917609,2.15624227957,0.0,2.02926869016,0.113800890845,0.536851851852,0.0343683248912,0.0,2.44948974278,4.8,1.46969384567,1.7625,1.12075588332,2.8,1.46969384567,4.0,0.660255632312,0.613541197259,0.600919150443,0.600075273509,0.600002130344
48.0,17.0,53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,14.0,22.0,70.0,0.0,26.0,74.0,57.0,0.0,71.0,68.0,59.0,0.0,0.0,0.0,0.0,360.0,198.0,624.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,140.0,129.0,82.0,2113,1.98972223656,0.0285011392703,2.00882756455,0.0367539243341,,,0.518869565217,0.0403752015451,0.0,2.44948974278,4.8,1.46969384567,1.6625,0.865213124034,2.8,1.46969384567,3.0,0.669187940716,0.618574160148,0.601986063764,0.600265458609,0.600015436767
1.0,0.0,2.0,0.0,17.0,0.0,21.0,12.0,8.0,1.0,0.0,5.0,12.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,13.0,12.0,17.0,4.0,1.0,0.0,0.0,76.0,36.0,60.0,4.0,10.0,0.0,0.0,6.0,5.0,0.0,2.0,3.0,2.0,2114,2.09700668251,0.0575768431908,2.09569542494,0.0578568771534,2.09430505105,0.0581221974492,0.527425,0.0360242192837,0.0,2.44948974278,4.8,1.46969384567,1.83333333333,1.18556128292,2.8,1.46969384567,4.0,0.654896090146,0.611506325315,0.600690756414,0.600050118155,0.600001180202
7.0,2.0,2.0,3.0,9.0,0.0,14.0,10.0,14.0,0.0,3.0,6.0,134.0,0.0,46.0,90.0,0.0,0.0,0.0,0.0,95.0,28.0,103.0,150.0,77.0,0.0,0.0,0.0,0.0,280.0,198.0,408.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,5.0,2.0,2115,1.95125410718,0.106299707353,1.84999423943,0.0756558976986,1.84166562917,0.0751180228809,0.558212962963,0.0238448111158,0.0,2.44948974278,4.8,1.46969384567,1.4625,0.650840802347,2.8,1.46969384567,4.0,0.70156076002,0.641225146502,0.609362935988,0.602487399353,0.600387664303
15.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,22.0,6.0,2.0,0.0,2.0,4.0,31.0,0.0,31.0,31.0,26.0,0.0,0.0,0.0,0.0,98.0,28.0,118.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,16.0,13.0,15.0,2116,1.93944334077,0.0731050686749,1.94492847674,0.0711532672967,,,0.542772727273,0.0374122389043,0.0,2.44948974278,4.8,1.46969384567,1.525,0.706664701255,2.8,1.46969384567,3.0,0.671751442127,0.620365722486,0.602454042766,0.600364979371,0.60002454987
23.0,6.0,8.0,15.0,40.0,0.0,35.0,59.0,9.0,0.0,3.0,15.0,12.0,0.0,4.0,4.0,32.0,0.0,12.0,12.0,27.0,0.0,34.0,44.0,16.0,31.0,0.0,9.0,11.0,284.0,112.0,364.0,14.0,4.0,0.0,6.0,8.0,49.0,0.0,73.0,80.0,45.0,2117,2.0066554769,0.0964782648881,1.96003395329,0.0903905610762,2.04406625157,0.0830099394763,0.508568965517,0.0326779542204,0.0,2.44948974278,4.8,1.46969384567,1.825,1.10425314127,2.8,1.46969384567,4.0,0.648315123994,0.609204148903,0.600528619283,0.600040003202,0.600001019581
15.0,10.0,11.0,4.0,47.0,0.0,71.0,106.0,29.0,1.0,20.0,30.0,24.0,4.0,20.0,8.0,8.0,0.0,0.0,2.0,49.0,0.0,66.0,101.0,42.0,17.0,3.0,5.0,13.0,340.0,134.0,608.0,28.0,22.0,8.0,8.0,28.0,26.0,0.0,35.0,54.0,17.0,2118,2.06858953432,0.132185194532,2.062085631,0.160667887201,2.00921360109,0.146683147299,0.522942622951,0.0364154757186,0.0,2.44948974278,4.8,1.46969384567,1.775,1.10651479882,2.8,1.46969384567,4.0,0.647108955277,0.608360958692,0.600373672246,0.600020661108,0.600000324588
0.0,0.0,0.0,0.0,100.0,0.0,154.0,184.0,40.0,0.0,7.0,41.0,2.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,37.0,20.0,29.0,0.0,0.0,0.0,0.0,336.0,222.0,528.0,72.0,84.0,0.0,46.0,120.0,0.0,0.0,0.0,0.0,0.0,2119,2.13972686414,0.0137316661165,,,2.17046243922,0.0403571267207,0.517,0.0308220700148,0.0,2.44948974278,4.8,1.46969384567,2.025,1.3599172769,2.8,1.46969384567,3.0,0.682138182482,0.627589258373,0.60453787689,0.600887311192,0.600088075142
0.0,0.0,0.0,0.0,88.0,0.0,131.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,19.0,34.0,336.0,222.0,536.0,58.0,54.0,0.0,26.0,86.0,50.0,0.0,50.0,49.0,47.0,2120,,,2.14814078979,0.0319008631353,2.16337695651,0.0394584317162,0.493289855072,0.00624871337313,0.0,2.44948974278,4.8,1.46969384567,2.0625,1.33551254206,2.8,1.46969384567,3.0,0.669187940716,0.618574160148,0.601986063764,0.600265458609,0.600015436767
13.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,6.0,24.0,10.0,2.0,0.0,2.0,0.0,45.0,4.0,47.0,71.0,32.0,0.0,0.0,0.0,0.0,134.0,56.0,170.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,18.0,11.0,14.0,2121,1.95219440653,0.133787648957,1.87894337666,0.117894498768,,,0.553333333333,0.0305595956925,0.0,2.44948974278,4.8,1.46969384567,1.475,0.631961232988,2.8,1.46969384567,3.0,0.686476510887,0.63058985656,0.605497529398,0.601165898084,0.600130331078
6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,36.0,0.0,35.0,23.0,39.0,0.0,0.0,0.0,0.0,76.0,50.0,54.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0,5.0,2122,1.95125967775,0.0581484996106,1.97085819366,0.0511749532774,,,0.5588,0.0246,0.0,2.44948974278,4.8,1.46969384567,1.43333333333,0.558768487141,2.8,1.46969384567,3.0,0.703957069398,0.642585030828,0.609895997179,0.602691813475,0.600434447735
36.0,13.0,38.0,13.0,16.0,0.0,26.0,34.0,15.0,0.0,9.0,12.0,56.0,0.0,36.0,54.0,20.0,0.0,8.0,18.0,81.0,0.0,103.0,109.0,85.0,6.0,0.0,2.0,7.0,360.0,198.0,624.0,2.0,0.0,0.0,2.0,4.0,41.0,0.0,77.0,63.0,42.0,2123,1.99690217064,0.0316651791358,2.00569449563,0.0382964953224,2.02044723905,0.0341878638704,0.534637681159,0.0387606819366,0.0,2.44948974278,4.8,1.46969384567,1.6125,0.873122986755,2.8,1.46969384567,4.0,0.656934167174,0.613530820065,0.601189683724,0.600131123514,0.60000566896
3.0,2.0,5.0,0.0,13.0,0.0,7.0,9.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,7.0,0.0,13.0,7.0,9.0,6.0,3.0,0.0,3.0,76.0,36.0,62.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,20.0,12.0,16.0,2124,2.0345354388,0.0582508573927,2.06057872935,0.0561722351694,2.05652690224,0.0572631716698,0.503575,0.0297757346677,0.0,2.44948974278,4.8,1.46969384567,1.76666666667,1.05461946797,2.8,1.46969384567,4.0,0.64463598686,0.607317794375,0.600278661934,0.600013537074,0.60000018272
1.0,1.0,0.0,0.0,119.0,0.0,136.0,227.0,11.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,10.0,13.0,13.0,0.0,5.0,2.0,336.0,222.0,528.0,94.0,102.0,0.0,54.0,150.0,9.0,0.0,9.0,8.0,10.0,2125,2.19099722502,0.0322412592554,2.17788248962,0.0293046323435,2.19561659452,0.039006136217,0.502152173913,0.0184060096416,0.0,2.44948974278,4.8,1.46969384567,2.125,1.41752425023,2.8,1.46969384567,4.0,0.695521387162,0.637354189387,0.607894749202,0.601950887372,0.600273167644
13.0,5.0,9.0,12.0,41.0,0.0,49.0,74.0,32.0,0.0,4.0,25.0,24.0,0.0,12.0,10.0,22.0,0.0,2.0,6.0,43.0,0.0,54.0,65.0,27.0,16.0,0.0,9.0,6.0,284.0,112.0,364.0,10.0,12.0,4.0,8.0,18.0,32.0,0.0,39.0,51.0,22.0,2126,1.99708981209,0.100472321305,1.98876623812,0.0986461060284,2.00149269206,0.100555875797,0.51999137931,0.0364397224737,0.0,2.44948974278,4.8,1.46969384567,1.7875,1.10333301863,2.8,1.46969384567,4.0,0.643476883812,0.606773646838,0.600220681263,0.600008774736,0.600000084413
2.0,1.0,4.0,0.0,46.0,0.0,63.0,103.0,44.0,6.0,25.0,43.0,66.0,12.0,30.0,36.0,0.0,0.0,0.0,0.0,73.0,0.0,105.0,146.0,62.0,1.0,0.0,1.0,2.0,340.0,134.0,608.0,20.0,30.0,6.0,14.0,24.0,3.0,0.0,4.0,10.0,0.0,2127,2.03412620504,0.143994728659,2.08638526971,0.00912725447306,2.02131019843,0.152656147932,0.538967213115,0.034272996211,0.0,2.44948974278,4.8,1.46969384567,1.7125,1.06294108491,2.8,1.46969384567,4.0,0.662617914035,0.615145436774,0.601277852857,0.600135648336,0.600005722953
25.0,10.0,9.0,14.0,25.0,1.0,41.0,61.0,24.0,3.0,13.0,41.0,60.0,8.0,42.0,36.0,4.0,0.0,2.0,2.0,72.0,2.0,105.0,144.0,72.0,5.0,3.0,4.0,3.0,340.0,136.0,608.0,10.0,4.0,2.0,4.0,12.0,25.0,0.0,26.0,45.0,26.0,2128,2.00008172758,0.140684701586,1.99046241435,0.168830261753,2.00851135097,0.124593360701,0.536057377049,0.0373635877758,0.0,2.44948974278,4.8,1.46969384567,1.65,0.95,2.8,1.46969384567,4.0,0.655505530106,0.613125835401,0.601173100692,0.600130584607,0.600005666054
9.0,9.0,4.0,5.0,53.0,0.0,66.0,118.0,32.0,5.0,26.0,41.0,50.0,4.0,24.0,20.0,0.0,2.0,0.0,0.0,58.0,0.0,88.0,111.0,72.0,8.0,0.0,3.0,5.0,340.0,134.0,608.0,32.0,22.0,8.0,4.0,32.0,11.0,0.0,18.0,18.0,16.0,2129,2.00247155127,0.136102865935,1.99861451301,0.12692702188,2.0601490519,0.152894426884,0.529631147541,0.035751006135,0.0,2.44948974278,4.8,1.46969384567,1.7125,1.05111547891,2.8,1.46969384567,4.0,0.656458300275,0.612730719689,0.600962759385,0.600092189549,0.600003323507
5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,8.0,0.0,0.0,2.0,11.0,0.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,38.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,8.0,5.0,2130,1.93398445,0.084282489489,1.93398428747,0.0842777332317,,,0.526,0.041,0.0,2.44948974278,4.8,1.46969384567,1.6,0.8,2.8,1.46969384567,3.0,0.663324958071,0.614463365137,0.600984418749,0.60007835456,0.60000203218
2.0,0.0,0.0,1.0,89.0,23.0,102.0,130.0,19.0,0.0,5.0,11.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,5.0,24.0,16.0,5.0,0.0,4.0,0.0,280.0,198.0,240.0,54.0,156.0,0.0,36.0,60.0,5.0,0.0,12.0,5.0,5.0,2131,2.18585328445,0.121686181408,2.04312804169,0.0195011309906,2.13754925635,0.123622897879,0.506342592593,0.0235667539041,0.0,2.44948974278,4.8,1.46969384567,2.075,1.38541510025,2.8,1.46969384567,4.0,0.684653196881,0.630354004453,0.605494477962,0.601165860069,0.600130331024
12.0,4.0,4.0,2.0,13.0,5.0,25.0,21.0,18.0,0.0,7.0,15.0,108.0,0.0,34.0,62.0,2.0,0.0,0.0,0.0,86.0,21.0,103.0,129.0,64.0,0.0,0.0,0.0,2.0,280.0,198.0,408.0,6.0,4.0,0.0,0.0,0.0,9.0,2.0,9.0,10.0,7.0,2132,1.94506484957,0.109308959799,2.006307662,0.090626603418,2.00343304685,0.0992679896289,0.551861111111,0.0300704291602,0.0,2.44948974278,4.8,1.46969384567,1.525,0.77419312836,2.8,1.46969384567,4.0,0.684653196881,0.630354004453,0.605494477962,0.601165860069,0.600130331024
